pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	rank
MCBRYAN_PUBERTAL_BREAST_5_6WK_DN	0.17371222010242	0.352663349558454	-0.351302052464111	-1.16700910238086	1729	101	NEAT1,WNK1,ZBTB20,YKT6,MALAT1,LASP1,RUNX1,CYTH1,RPL37A,XIST,STAT5B,PCYT1A,DNMT3A,QPCTL,CRIM1,LPGAT1,SNTB2,DDX6,FUS,SIRPA,SRPK2,RESF1,CCND2,PANK3,YWHAG,THRAP3,SLC38A10,KDM5A,DHX36,ACLY,NFATC3,NFIX,PRPF19,MEF2C,KIAA0100,RAB5C,MAPK14,PANK1,IP6K1,ITSN2,EIF4EBP2,TMEM79,ZBTB7B,IL6R,KEAP1,NORAD,NFIC,ATP8A1,CNOT3,CUX1,SREK1,BRD4,EIF4G1,DAPK1,PURB,TBL1X,PDAP1,SFPQ,RBM5,CSNK2A1,CHD4,PPP6R3,RAD23A,QKI,EIF3C,PPP2R5B,OGT,MAP4K2,HSD17B11,HDLBP,SEC61A1,ATXN7L3B,MBTPS1,OGFR,AKAP9,ARHGEF2	2795
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	0.174038770483025	0.352847834409881	-0.459641036262465	-1.24877246435759	1624	20	RUNX2,RASGEF1A,FOSL1,ELK3,EGR1,DUSP5	2796
GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	0.0879238421221521	0.353065062853603	-0.497728852036543	-1.35891142527264	821	20	BIRC3,OASL,PUM2,ZCCHC3,BIRC2,UFD1,NOP53,SEC14L1	2797
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.087888198757764	0.353065062853603	-0.444386940474246	-1.32517338409844	848	35	PTPRC,CTNNA1,PPP1CA,TNF,PML,ATF3,WWOX,HTRA2,FAF1,STK4,PAK2	2798
GOBP_RESPONSE_TO_ESTRADIOL	0.0878316559926807	0.353065062853603	-0.403805778527985	-1.2832617996013	863	59	PAM,TGFB1,NCOA3,CASP8,RARA,STAT5B,TXNIP,DNMT3A,BAD,IGF1R,ESR2,KAT5,MBD3,ANXA1,PCNA,PPP1R9B,RUVBL2,CASP3,HNRNPD,ENO2,CCDC62,CFLAR,ESRRA,ENDOG,CDKN1B,GPI,STAT3,CALR,ARPC1B,GPX4,SRD5A1,GPER1	2799
GOBP_CHROMOSOME_LOCALIZATION	0.0877796901893287	0.353065062853603	-0.394394419628295	-1.27162877329012	866	68	LMNA,MAD1L1,ACTR3,UBE2B,CENPC,NDC80,CHMP6,MAP1S,BECN1,NUP62,CHMP7,KAT5,KATNB1,CHMP4B,ATM,EML4,CHMP2B,VPS4A,MAPRE1,SPICE1,RAB11A	2800
HP_ABNORMALITY_OF_CENTRAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	0.0880911908809119	0.353525246277767	-0.320261212329931	-1.13853964853087	880	381	FOXP1,TBK1,SPTAN1,ATXN1,ARHGAP31,CEP85L,AKT3,TRAF3,STRADA,ATXN10,SPTBN1,CELF2,ADARB1,CASK,CYFIP2,TGFB1,TMEM106B,CSTB,PRRT2,EZR,ERCC5,TRAK1,KANSL1,GNB1,NSD2,HECW2,SLC9A6,TNIK,TRAPPC9,NECAP1,SLC39A8,DPAGT1,DENND5A,MCOLN1,KCNA2,ALG3,PRKCZ,RERE,NBEA,PIGP,ST3GAL3,RPL10,CLIP1,ROGDI,NAA20,NOTCH1,DOCK7,LIPT2,WWOX,KDM6A,MED25,PIGQ,CLCN6,ANKRD11,SLC12A2,IQSEC1,HIBCH,PEX11B,ST3GAL5,FGFRL1,POMT1,PIGO,CHMP2B,COX4I1,POMGNT1,NSUN2,SETD1B,CDK19,VAMP2,KPTN,CHD2,FDXR,PSEN1,NEMF,GNB2,DPM2,P4HTM,SYNGAP1,SLC1A4,DHDDS,GLYCTK,PHACTR1,APOL2,YWHAG,ATP6V1B2,TRIT1,VAMP1,OPA1,TYROBP,ARFGEF2,NDRG1,TET3,GPAA1,PDSS2,PEX1,NACC1,XPA,STARD7,JRK,OSGEP,OCRL,NUS1,CREBBP,CUX2,PTPN23,PHF6,ALG14,PRPS1,LONP1,CUL3,EFHC1,GNB5,PIGL,PNPO,TBC1D24,UBE4A,PNKP,PEX19,UNC93B1,SLC25A46,SLC2A1,DALRD3,SKI	2801
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12	0.174739791833467	0.353956133104363	-0.333227461866821	-1.14040034385206	1745	156	DNAJC1,SKAP1,PRDM1,ISG20,ZBP1,NLE1,ST6GAL1,BCL2,ADCY9,TRAPPC9,WBP11,DERL1,PLXDC1,DLG4,IGLC2,LIME1,PTPN2,APOBEC3F,RHOH,N4BP1,TCP11L1,BTG2,ICAM3,TXNDC15,NSG1,SRF,SEC14L1,ICAM2,TAPBPL,DIP2C,SLC43A1,CCND2,ARHGAP45,BBIP1,CYTIP,SLC1A4,ZNF419,CD300A,SMIM27,PAOX,LAX1,GRWD1,ATF5,ORAI2,SH3BP2,SEL1L,ERP44,THRA,IFNAR2,ISOC2,RHOQ,ZBTB25,SLAMF7,SLC1A1,TRIM26,SLC38A7,RABAC1,KAT6B,NCR3,DIPK1A,GPER1,ARHGAP17,ITM2C,DTX3,VCPIP1,NANS,SNN,CACNA1A,IRAK3,SOD2,HERPUD1,IDH3A,HSPA13,CHST11,TNIP3,RYBP,DCAF1,SSR3,ZER1,UBE2J1,CHST2,RAB26,MED13L,WBP4	2802
GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION	0.088314196802232	0.354208107102668	-0.504685384190394	-1.36362122830019	822	19	PIEZO1,DMPK,BCL2,HDAC4,NOTCH1,NLN,HDAC5	2803
GOMF_CYTOKINE_RECEPTOR_BINDING	0.0884094330155544	0.354378002434358	-0.366007273025811	-1.22824499861044	880	110	TRAF3,JAK1,SHC1,TGFBR3,TRAF1,IL12RB1,SMAD3,TGFBR2,TGFB1,SMAD7,LTB,TNF,CASP8,CKLF,MIF,TNFSF14,TGFBR1,PDCL3,CD70,PIK3R1,CCL28,BABAM2,IFNG,OSM,FRS2,ENG,TGFBRAP1,SPRED2,TMBIM1,TNFSF13,STAT1,GATA3,FEM1B,CX3CR1,JAK3,CASP3,SNX6,FKBP1A,CNIH4,XCL2,CXCL10,BEX3,CFLAR	2804
GOBP_MANNOSYLATION	0.0886699507389163	0.354811381043057	0.324304007694164	1.41084905550402	35	31	TMTC2,DPY19L1,LARGE1,TMTC4,POMT2,LARGE2,PIGB,DPY19L4	2805
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	0.0886763747011519	0.354811381043057	-0.523804834752855	-1.36958443187016	815	16	HLA-B,HLA-A,GFER,HLA-E,HLA-G,MICA,SERPINB9,HLA-F	2806
GOCC_SPECIFIC_GRANULE_MEMBRANE	0.0885896527285613	0.354811381043057	-0.393862443012433	-1.26991354422556	874	68	PTPRJ,STK10,ITGAL,AGPAT2,TNFRSF1B,CD53,RAP2B,ADAM8,ITGB2,ITGAM,TMEM63A,RAP1A,MLEC,C3AR1,BST1,DEGS1,RAB37,CD59,TMBIM1,CYBB,TMC6,VAMP1,SLC2A3,CMTM6,TSPAN14,MMP25,LAMTOR1,HVCN1,ADAM10,SLC44A2	2807
GOBP_CERAMIDE_METABOLIC_PROCESS	0.0888214466363176	0.355179794365514	-0.392098532924591	-1.26885463560262	877	71	CERS6,FUT7,ST3GAL1,PPP2CA,HEXB,CERK,ABCA2,ELOVL1,P2RX7,ST6GALNAC6,ST3GAL3,GBA,DEGS1,HTRA2,ORMDL2,SPTSSA,ST3GAL5,PLA2G15,ST3GAL2,SGMS1,NAGA,CERT1,GM2A,B4GALT3,GBA2,PRKCD,CERS5,B3GALT4,SPHK2,SIRT3	2808
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP	0.175570228091236	0.355324389243782	-0.33079843111038	-1.13569508818578	1754	164	GNG2,LMNA,AAK1,GNA11,ACSL6,ADARB1,MEF2D,DMTN,MTSS1,TNF,RPL18,RAB11FIP1,PML,NMT2,MBP,OASL,PIK3R5,CR1,RPL37A,B4GALT1,ACTB,GRB10,POFUT2,GNA15,RGS12,TMEM63A,PDGFB,C3AR1,MAN1C1,GNAQ,NAP1L1,IKZF4,ASH1L,POU2F2,LAIR2,NEURL1,GLG1,KMT5C,ACAD10,PTBP3,HLCS,NACC1,SZRD1,TRIOBP,DOK1,RIN1,PI16,SOX12,CDC5L,RPS6KA4,DDAH2,APAF1,S100A12,MOSPD3,ZNF362,MAST4,GP1BA,AMPH,ITPKC,RNF122,MAPK14,NOP56,LIMA1,NIPAL2,PHF1,SNN,VASP,EPHB6,CDK13,DUSP3	2809
WINZEN_DEGRADED_VIA_KHSRP	0.175771971496437	0.355418986456199	-0.405074782964683	-1.21711783870399	1701	39	ITGA6,TGFBR3,TNF,YPEL5,RHEBL1,FRY,GPR183,CTSL,STK38L,IRS1,TGFA,DUSP5,F11R,CPEB4,CXCL10	2810
GOBP_NUCLEOTIDE_PHOSPHORYLATION	0.0890729145627146	0.355972971615571	-0.388866498048748	-1.26345289882252	881	74	PFKP,ZBTB20,ENO1,HIF1A,ALDOA,PGK1,CMPK2,NME4,P2RX7,HDAC4,IFNG,PRKAG2,DDIT4,PPARA,PSEN1,ARNT,GALK1,DHTKD1,FBP1,ENO2,HK3,NCOR1,SIRT6,ZBTB7A,PNKP,BPGM,GPI,STAT3,CMPK1,NME7,RPTOR,ADPGK,HKDC1,MTOR,TPI1,HK2,NME6,EP300,MLST8,INSR,ALDOC,PRXL2C,HK1,PKM,NT5C2	2811
HP_DECREASED_MUSCLE_MASS	0.089265419981403	0.356529704836331	-0.436515366521575	-1.31508560450199	863	38	TRIM2,STRADA,NSD2,SLC9A6,ALDOA,HFE,TYMP,FGFRL1,CHST14	2812
ABE_VEGFA_TARGETS_2HR	0.176502088465246	0.356580871234193	-0.458617927209733	-1.24599283783974	1647	20	RAPGEF1,LDLR,EIF1,DAPK3,CDKN1A,PRKCD,RCAN1,TNFRSF14,HERPUD1,MCM2,NR4A1,ZCCHC14,TKTL1,CUX1,NELFE,UPP1	2813
GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.0895061728395062	0.356641123882503	-0.49100618230501	-1.35209943803914	840	21	PRKN,GCH1,PDE1B,ITGB2,ITGAM	2814
GOBP_ADP_METABOLIC_PROCESS	0.0895008605851979	0.356641123882503	-0.393452348520492	-1.26859129439197	883	68	PFKP,ZBTB20,ENO1,HIF1A,ALDOA,PGK1,BAD,P2RX7,HDAC4,AK2,IFNG,PRKAG2,DDIT4,PPARA,PSEN1,ARNT,GALK1,DHTKD1,FBP1,ENO2,HK3,NCOR1,SIRT6,ZBTB7A,BPGM,GPI,STAT3,RPTOR,ADPGK,HKDC1,MTOR,TPI1,HK2,EP300,NUDT9,MLST8,INSR,ALDOC,PRXL2C,HK1,PKM	2815
HP_HYDROPS_FETALIS	0.0893792825473599	0.356641123882503	-0.384040209595787	-1.25662167720656	886	80	RPL26,RPS10,RPS19,RPL27,EPB41,PIEZO1,RPS28,RPL18,RPL31,SPTB,RPL5,RPS26,RPS7,RPS20,FLNB,GBA,RPS15A	2816
GOBP_RNA_CATABOLIC_PROCESS	0.0895	0.356641123882503	-0.331942792733163	-1.16248593946264	894	252	ERN1,SND1,VIM,TAF15,TNRC6B,PRKCA,ZFP36L2,ISG20,PATL2,HELZ2,PRR5L,ZCCHC7,CTIF,TNFRSF1B,ZFP36L1,TUT4,SLIRP,XRN1,PATL1,PCBP4,HNRNPM,ERI1,HNRNPA0,TNRC6C,PUM2,RNASEH2C,MAGOHB,ZPR1,RIDA,TENT4A,SMG1,ZSWIM8,SMG6,YTHDF1,PABPC1,NPM1,CELF1,ETF1,RNASE2,HSPA1A,RBM7,PYM1,EXOSC7,FUS,LARP4B,BTG2,SLC11A1,ATM,YTHDF2,CNOT11,FASTKD3,NSUN2,TOB1,SAMD4A,DHX34,LSM4,ZC3HAV1,CASC3,MAPKAPK2,HNRNPD,CIRBP,THRAP3,ROCK2,LSM5,TRIR,FASTKD5,DHX36,SLFN13,PRKCD,TRAF5,UPF2,ZCCHC8,PAN3,ZFP36,IGF2BP3,TENT2	2817
HP_SKIN_PIT	0.0897515527950311	0.357406361754188	-0.443586484355366	-1.32278640318774	866	35	ATP2A2,AUTS2,NSD2,GNAI3,WBP11,STAG2,UBE2A,PPP1CB,CITED2,KDM6A,FGFRL1	2818
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS	0.089814908465662	0.357446268727355	-0.392114675955812	-1.26793343606854	887	70	FBXW7,PLAAT3,LDLR,CNEP1R1,APOBR,SLC27A5,LPGAT1,DAGLB,ABHD6,PGS1,KAT5,DGKE,DGKZ,PLA2G15,DGKH,DGKD,INSIG2,LIPC,LPIN2,SCARB1,NR1H3,NR1H2,DGKG,SEL1L,INSIG1,PLB1,GPAT4,PCK2,SREBF1,DGKQ,TBL1XR1,LPIN1,CETP,LMF1,TNXB	2819
GOBP_GLYCOSAMINOGLYCAN_CATABOLIC_PROCESS	0.0899804390349924	0.357892523686955	-0.522816402934918	-1.36699999442325	827	16	CD44,TGFB1,HEXB,IDUA,CEMIP2,HMMR,FUCA1,IDS,HYAL2	2820
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK	0.0900891341256367	0.357900045589814	-0.484778527141744	-1.34625550461735	848	22	RTN4,REEP3,REEP4,C2CD2L,STIM1,ATL3,ZFYVE27,RAB10	2821
GOMF_MITOGEN_ACTIVATED_PROTEIN_KINASE_BINDING	0.0900608093940029	0.357900045589814	-0.462819096983016	-1.33632821280216	858	28	MICAL2,PTPRJ,DUSP1,GCH1,TNIP1,MAPK7,DUSP16,MAPKAPK2,PPM1D,MAPKAPK3,NFATC1	2822
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	0.177359623661295	0.357997902337456	-0.333209764536214	-1.13934533471465	1771	153	YWHAZ,TPD52,GNA11,HLA-A,PAM,FXYD5,PSMC5,TCEA3,RPL18,ZFP36L1,CD53,PSME1,LGALS3,VDAC1,FOS,SERPINB6,NFKBIA,GDI2,HLA-E,GAS8,MYC,S100A8,FOSL1,PPP1CB,TPM3,IER2,PIGQ,AIP,TRIM25,ARHGDIB,CLNS1A,EGR1,UFD1,TOB1,IL1R1,STIP1,CDKN1A,CBX1,CASP3,UCP2,BAX,CD82,HMMR,SEPHS2,RALY,DOK1,ELP5,SLC9A3R1,GNB5,COPS5,SEC22B,TKT,MTHFD2,ATP6V1A,PA2G4,OSTF1,SRP14,UBE2H,MAPK14,HNRNPH1,BCAP31,DDX19A,ATF2,PSMC1,KLF3,SELENOP,SRSF1,CNIH1,FHL1	2823
HP_RECURRENT_PNEUMONIA	0.0903675282714055	0.358793349807441	-0.387541810627447	-1.26019659260458	894	75	RAC2,TGFB1,NFKB1,VPS33A,GAS8,CD27,CXCR4,AP3B1,FBLN5,MED25,FCGR2A,CYBB,ALG12,KPTN,IDH1,ICOS,P4HTM,TK2,JAK3,DNAH11,TBCD,NFKB2,CD79B,CYBC1,SMARCD2,WAS,SMARCA2,PEPD,SREBF1,RAC1,STAT3	2824
GOBP_RESPONSE_TO_INSULIN	0.0905543325995597	0.359322165235198	-0.343998498137114	-1.18694445651681	904	179	FOXO1,NCL,SHC1,FUT7,PRKCQ,SLC27A4,ATP2B1,PIP4K2A,CCND3,SRSF5,GNAI2,ZFP36L1,PIK3R3,SOGA1,PRKCB,FOS,SESN2,SOCS3,ZDHHC7,GRB10,CPEB2,PTPN2,PRKCZ,PIK3R1,KCNQ1,ADIPOR1,IGF1R,MEAK7,NUCKS1,SLC29A2,HDAC5,PRKDC,TRIB3,PPARA,EGR1,IRS1,VAMP2,TSC1,STAT1,INSIG2,PTPRA,FBP1,LPIN2,YWHAG,NCOA5,UCP2,PTPRE,LYN,PARP1,CFLAR,ESRRA,PRKCD,NCOA2,LONP1,APPL2,INSIG1,RHOQ,RAB10,PCK2,PTPN1,SLC2A1,SREBF1,BGLAP,XBP1,PIP4K2C,SRSF4,LPIN1,SH2B2,MAPK14,APC,RB1,SRD5A1,AP3S1,RAB15,MTOR,EIF4EBP2,CDK4,PIK3CA,BCAR3,ZBTB7B,GOT1,RETN,HADHA,KHK,SLC25A33,APRT,BAIAP2,PIK3R2,INSR,SORBS1,CAPN10,MAX,MZB1,PKM,MYO5A,APPL1	2825
GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	0.0906780522517028	0.35938956915213	-0.402935232535025	-1.28049527550242	891	59	GZMA,PRKN,NOD2,GCH1,TNF,NFKB1,GNAI2,HIF1A,GNAI3,PDP1,IFNG,HM13,OXA1L,ETFBKMT,SCARB1,NUS1,ECSIT,DDAH2,POR,SPHK2,SIRT3,NOD1,HTR2B,RIPK3,GLA,PHB2,ATP2B4,FDX1,HDAC6	2826
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	0.0906785678060655	0.35938956915213	-0.395240515020566	-1.27086738013129	893	66	BAK1,CASK,ATP2B1,LGALS3,CALM1,P2RX4,P2RX7,PDGFB,PLCG2,CDK5,STIM1,LILRA5,CRACR2A,JAK3,AKAP6,BAX,TSPO,STIM2,GSTO1,CXCL10,CCR1,NTSR1,SPHK2,ATP1B1,CACNA1D,P2RX5,GPER1,PPP3CB,HTT,PPP3CC,GSTM2	2827
GOBP_REGULATION_OF_LIPID_LOCALIZATION	0.0907534246575342	0.359473671427184	-0.379467242194377	-1.2475003379474	900	84	PRKN,LDLRAP1,TNF,NFKB1,RXRA,MIF,PRELID1,ABCG1,SURF4,NFKBIA,P2RX4,ABCA2,PTPN2,P2RX7,EHD1,NAXE,PPARD,YJEFN3,PPARA,PLIN3,SCARB1,NR1H3,TSPO,NR1H2,ABCA1,NUS1,TRIAP1,PRKCD,FIS1,NTSR1	2828
ZHAN_MULTIPLE_MYELOMA_MF_DN	0.178777393310265	0.360542271645065	-0.429513966366167	-1.23277807759274	1704	28	PRKCA,TNFAIP8,DOCK9,FAM3C,AIG1,MOB1B,RGCC,SCAPER,MTDH,AMIGO2,SEC62,ITSN1,CREB3L2,APH1B,CHST11	2829
HP_HYPOPLASTIC_HEART	0.0912090251170711	0.360608435283378	-0.489914491606656	-1.34909321442536	856	21	ARHGAP31,STAG2,KYNU,NOTCH1,FLI1,GNB2,DVL3,TRAF7,WASHC5,SPOP,COQ4	2830
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	0.0912551337273365	0.360608435283378	-0.356409217596854	-1.21239132591307	910	136	FOXP1,ERN1,BAK1,TNFAIP3,JUN,FYN,GCH1,PLEKHA1,CAPN2,RACK1,NET1,HIF1A,BCL2,FOS,SESN2,TXNIP,BECN1,RPS3,BAD,FOSL1,PTPRK,FBLN5,CAMKK2,FOXO3,TXNRD2,ANXA1,NUDT15,PCNA,MAPK7,SIRPA,STAT1,HMOX1,CASP3,CHUK,UCP2,PXN,AGAP3,ECT2	2831
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	0.0912368552829244	0.360608435283378	-0.35582261114657	-1.21154446826167	910	138	ERN1,PTPRC,STRADA,IQGAP1,NOD2,AKAP13,HSP90AB1,TGFB1,MAP3K10,CCND3,BMPR1A,TNF,PPP2CA,CD40,PIK3R5,RALB,MIF,CALM1,ADAM8,CCNYL1,RPS3,P2RX7,FGFR1,PDGFB,CAB39,IFNG,RICTOR,RHOA,CCNT1,TAOK3,RGCC,TGFA,PSEN1,STK4,DIPK2A,CCND2,DVL3,SPATC1L,ERBB2,CSK,MAP3K13,SPDYE3,CAMK1,FLT1	2832
GOMF_DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY	0.0911	0.360608435283378	-0.338377071572836	-1.17627558825445	910	207	FOXP1,FOXO1,LRRFIP1,BACH2,KLF12,ZBTB16,PRDM1,JUN,ZBTB20,KLF8,GLIS3,TCF7,SMAD3,NFKB1,ENO1,RARA,HIVEP1,ZNF746,NACC2,KLF16,ETV3,NFE2L3,MYC,ZNF778,GTF2IRD1,YY1,ZNF688,ZNF124,ATF3,ZBTB5,ZBTB46,TBX21,ELK3,ZFP69,ZNF487,ZBTB34,TGIF1,PPARD,FOXO3,PPARA,ZNF668,ZKSCAN3,ZNF337,IRF8,NFATC2,ZNF875,GATA3,ZNF555,ZNF785,ZNF692,BCL6,MXD3,REST	2833
FOROUTAN_PRODRANK_TGFB_EMT_DN	0.179357892570488	0.361193396957824	-0.397978100555383	-1.20866459135983	1742	42	GSE1,ABLIM1,BIRC3,MYO5C,PLAAT3,MBP,ANK3,PLAAT4,CITED2,SERPINB1,NUP210,LY6E	2834
RAO_BOUND_BY_SALL4	0.17941529835803	0.361193396957824	-0.335608861217607	-1.14267795190371	1791	142	TRIM2,EPHX2,CEP112,TPD52,ARHGEF18,ZCCHC7,KCMF1,EPC2,ABT1,ZFP36L1,SEMA4B,STK38,HEXB,ZDHHC14,REEP3,IFITM1,DNMT3A,ZNF585B,FGFR1,SNTB2,MIB2,EXOSC7,TRIM25,KLHL5,CHD2,IDH1,DGKH,ARNT,INSIG2,ZC3HAV1,REST,YWHAG,ARRDC3,CACYBP,KDM2B	2835
ZHANG_INTERFERON_RESPONSE	0.179965863025389	0.361297543496572	-0.453091909854546	-1.24210669810921	1686	21	ISG20,SP110,OASL,IFITM1,IFI16,STAT1,IFRD1,ISG15,IFI44,IFITM3,IRF3,IFI30,OAS1,MX1	2836
AMIT_EGF_RESPONSE_60_MCF10A	0.180097292724196	0.361297543496572	-0.440963383813907	-1.23610989222057	1702	24	TNFAIP3,JUN,MAP3K14,IER2,KLF7,GADD45A,EGR1,PLK2,RANBP3,MAGED2,GLIPR1	2837
ONDER_CDH1_SIGNALING_VIA_CTNNB1	0.17974025974026	0.361297543496572	-0.415116447835176	-1.22427186317429	1729	34	MICAL2,TNFAIP3,BIRC3,DOCK10,CCNG2,FBLN5,CREG1,BIN1,NDRG1,CD82	2838
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN	0.179878048780488	0.361297543496572	0.267425160843756	1.20089087769849	58	38	GALNT3,SOCS2,PTGER4,ISM1,HOOK1	2839
HP_BROAD_PHILTRUM	0.091533180778032	0.361408603260346	0.319168993805047	1.36956958720448	39	29	MAF,SOX4,NEXMIF,PIGW	2840
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	0.0915654742369544	0.361408603260346	-0.528267666071248	-1.36230453455155	836	15	TNRC6B,TNRC6C,TENT4A,PABPC1,BTG2,TOB1,ZFP36,CNOT1,POLR2G	2841
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_5	0.180510491023145	0.361564577242361	-0.474352669410654	-1.25144559457457	1668	17	ISG20,MSRB1,KCNQ1,ATF3,HSPA1A,CNDP2,KLF10	2842
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN	0.180545765783909	0.361564577242361	-0.355075300650004	-1.16806707880264	1792	89	GSE1,TTC39C,EPS8L2,ZFP36L2,LDLR,TMEM127,LGALS3,MSRB1,UBE2L6,NFKBIA,CXXC5,SPPL3,ZSWIM4,GADD45B,TNK2,ARID3A,SLC23A2,GSDMD,ALAS1,GADD45A,TRIB3,IDH1,LPIN2,GSTO1,SH3BP2,SLC9A3R1,CYP51A1,TP53INP1,MSMO1,MOSPD3,ARID5B,RELB,PCYT2,SREBF2,RASSF5,DUSP3,DDX28,TM7SF2,SERPIND1,GRHPR,SELENOP	2843
GOBP_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT	0.0918090871196332	0.362069150777827	-0.451174695006812	-1.32266568890224	880	31	FOXN3,RUNX2,GNA11,SMAD3,TGFBR2,TGFBR1	2844
HP_CHRONIC_CONSTIPATION	0.091840876801299	0.362069150777827	-0.398637954117717	-1.27357831630336	904	62	AFF3,RORA,PSMB8,CNP,UBE2A,UGP2,USP9X,PPP1CB,GBA,SLC12A2,GNB2,TBCD,LMNB2,ERBB2,CREBBP,SETD1A,TNFRSF1A,ADNP,SPOP,MADD,SETD5,EIF5A,TRIO,COL5A2,ZNF292,GATAD2B,EP300,DNAJC13,MECP2,MLYCD,USP7,LRRK2,EIF4G1,UPF3B,BICRA,MYO1H	2845
HP_ABNORMAL_URINE_CYTOLOGY	0.0919505577328912	0.362288440873508	-0.369273948723876	-1.23140078842429	914	100	HLA-B,ZBTB16,ITGA6,SPTBN1,LYZ,F5,TMEM127,PML,CTLA4,RARA,STAT5B,DNMT3A,STAT4,NPM1,GBA,SLC37A4,B2M,IRF2BP2,ENG,TSC1,HMOX1,GATA3,REST,LPIN2,LMNB2,OCRL,VHL,NOTCH2,SDHC,NUP93,SREBF1,KIF1B,STAT3,IL17RC,TRAF3IP2,TBL1XR1,SMAD4,GP1BA,FIP1L1,PRKAR1A	2846
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	0.0920377590806485	0.362418954969745	-0.423152153362929	-1.302871011431	896	45	ISG20,TNF,OASL,APOBEC3G,IFITM1,IFITM2,TNIP1,APOBEC3F,APOBEC3C,BANF1,N4BP1,IFI16,SRPK2,RESF1,ZC3HAV1,ISG15	2847
GOBP_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	0.0922733077905492	0.362707160593701	-0.489155512216178	-1.34700318858794	866	21	FUT7,ETS1,TNF,ITGB2,CCL28,ST3GAL4,RHOA	2848
GOBP_ZINC_ION_HOMEOSTASIS	0.0922575215653272	0.362707160593701	-0.468645385511196	-1.33805449709654	876	26	PRKN,S100A9,SLC39A8,S100A8,AP3B1,SLC39A10,MT2A,TMC8,MT1X,SLC39A13,MT1E,SLC39A7,SLC1A1,SLC39A4,SLC30A7	2849
HP_IMPAIRED_SMOOTH_PURSUIT	0.0922259274697791	0.362707160593701	-0.450856912003534	-1.32173407487422	884	31	ATXN1,ATXN10,GNB1,EEF2,FTL,THG1L,DPM2,TBCD,RFC1,SYNE1	2850
GOBP_MICROTUBULE_BUNDLE_FORMATION	0.0924318251455418	0.363117287295089	-0.414704772397464	-1.29313515237171	904	50	UBE2B,TRIM46,ZNF207,CCDC66,MAP1S,GAS8,CLASP1,CLIP1,CCSER2,MAPRE1,NEURL1,MARK4,DNAH7,DNAH1,AAAS,DNAH17,TPGS1,DNAI2,DNAL1	2851
HP_MACULAR_THICKENING	0.0926302278318537	0.363497389588154	-0.495163664967056	-1.35190788910546	865	20	HLA-A,ARHGEF18,NOD2,ARL3,POMGNT1,NF2,DHDDS,VHL,PRPF8	2852
