pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	rank
GOBP_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS	0.0489913544668588	0.301344505494505	-0.486340284435746	-1.43986519280424	458	22	RIPOR2,MPP1,RAC2,NOD2,CCR7,DAPK2,TIRAP,BST1,THBS4,C3AR1,C5AR1	1859
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	0.0488167250344901	0.301344505494505	-0.478077806188918	-1.43858731462094	459	24	TGFBR3,SMAD7,BMPR1A,TGFB1,ZFPM1,ENG,FKBP1A,NOTCH1,TGFBR1,S1PR1,SMAD4	1860
HP_ABNORMAL_CORONARY_ARTERY_MORPHOLOGY	0.0490277203144394	0.301344505494505	-0.430103074031737	-1.3948319683833	473	38	EPHX2,LMNA,XYLT1,SMAD3,TGFBR2,LDLR,CEP19,LDLRAP1	1861
HP_ABNORMALITY_OF_THE_THORACIC_CAVITY	0.0487528344671202	0.301344505494505	-0.421141616150289	-1.38785649506495	472	43	FOXP1,HLA-B,BIRC3,BCL2,NCF4,FBLN5,MALT1,CYBB,CYBC1,TRAF7,NF2,HLA-DPB1,SUFU,PDGFB,SMARCE1,BCL10	1862
GOBP_T_CELL_MIGRATION	0.0490879278540685	0.301344505494505	-0.408310483049569	-1.36912125220136	478	49	RIPOR2,AIF1,CD99,SPN,FUT7,CORO1A,WNK1,MSN,MYO1G,ITGAL,TNFSF14,F11R,PLEC,S1PR1,SLC12A2,RHOA,GPR183,ADAM10,ADAM8	1863
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	0.0488450188256843	0.301344505494505	-0.392227223033943	-1.34988558915438	479	60	PRKCH,APOLD1,BTG1,ZFP36L1,TNF,RFX3,STAT5B,PLAAT4,NCOA3,F11R,AQP3,MAFG,VCL,ZFP36,PAX8,BAD,NOTCH1,OVOL2,IFNG,KLF7,CDKN1B,EZH2,NODAL,ADD1,SPRED2	1864
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	0.0489588623666836	0.301344505494505	-0.384688394646859	-1.33959414271071	481	66	PRKN,PPP2CA,HSP90AB1,EPB41,RALB,TIAM1,EPB41L5,TRIB3,HFE,CDK5,USP9X,SPON1,MARK3,EP300,AKTIP,B2M,BLK,FKBP1A,LFNG,PLCL2,MAPRE1,ADD1,DERL1,NPHP3,SPPL3,RIPK2,NVL,MFNG,MEN1,PIN1	1865
GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY	0.0490816019271304	0.301344505494505	-0.351903234613693	-1.2857364588218	488	110	ERN1,PTPRC,DNAJA1,DUSP1,PTPRJ,DUSP7,MIF,PDCD4,LIME1,STK38,TNF,NOD2,AKAP13,MAP3K10,TGFB1,HIPK3,P2RX7,TRIB3,CD40,PIK3R5,CSK,RPS3,GBA,FGFR1,MAP3K13,CDK12,MAP3K11,NUP62,HYAL2,PIK3R6,EZH2,TGFA,HTR2B,TAOK3,ZNF675,PDCD10,DUSP10,ADAM8,PDGFB,DUSP16,HGS,TAB1,GSTP1,TLR4,ERBB2,PTPN1,SMPD1,SORL1,DVL3,NF1,MEF2C,HRAS,SNF8,FLT1,MAP4K2	1866
HP_ABNORMAL_BRAINSTEM_MORPHOLOGY	0.0489244622311156	0.301344505494505	-0.325300519417641	-1.23215067828829	488	193	AFF3,RORA,ATXN1,SPTAN1,CASK,ETHE1,CCDC88C,NDUFS7,TGFBR3,TUBB,MACF1,CCM2,NDUFA1,PPP2CA,SCO2,DEGS1,NFIX,FLI1,VPS4A,RERE,USP9X,ARL3,OPA1,TGIF1,UBE2A,PDHX,ENG,FGFR1,TSEN54,NDUFV2,ALG3,POMT1,GFM2,NAGA,POMGNT1,TWNK,DYRK1A,TSEN34,TRAF7,EXOC2,CACNA1A,IDH1,NF2,NDUFAF5,RTTN,BRF1,NODAL,LAMB1,NDUFS8,STAG2,PDCD10,DAG1,SUFU,PDGFB,GMPPB,TBCD,SMARCE1,NDUFS2,RPGRIP1L,SMARCA2,DOCK7,NDUFB9,GTPBP3,POMK,CUX2,EXOC7	1867
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	0.0491	0.301344505494505	-0.306580685775268	-1.1873166148552	490	318	TRABD2A,RIPOR2,BAK1,HOPX,EPS8L2,SKAP1,ATG2A,ACTR3,PTPRJ,PSMC5,LCP1,PHLDB2,PRKCA,PIP4K2A,RAC2,AMBRA1,SMAD3,MTSS1,RALB,MSN,SEMA4D,EPB41L5,PIEZO1,TNF,RACK1,FNIP1,RICTOR,TWF2,PRKCE,TGFB1,P2RX7,BECN1,DNM3,WASF2,MPP7,CLASP1,PXN,ATF7IP,CCR7,ARHGAP35,PIK3R1,VPS4A,MED25,ASAP1,RAB7A,LGALS3,AUTS2,RPS3,HSP90AA1,SEPTIN9,NR1H2,CAPG,CLIP1,DOCK11,NCK2,TIRAP,FCHSD2,PIP4K2C,CDC42EP3,TSC1,HSPA1A,SNX18,VASP,CDC42,ARF6,S100A10,DNM2,EVL,CD47,IFNG,SRF,RESF1,CLSTN1,WRAP73,CNOT2,MAPK9,MAPRE1,NUP62,BRAF,FNIP2,PLCG2,TGFBR1,NF2,CDKN1B,CEP120,HTT,SNX30,RHOA,MTOR,FAF1,SWAP70,RAP1B,DAG1,EPHA1,SEMA4A,DLG1,ENTR1,PAN3,FMN1,BID,MAPT,MECP2,NEURL1,ACTR2,EIF4G1,MIEN1,MPHOSPH8,HGS,MARK4,MAP4K4,PPHLN1,CUX2,ARAP1,ULK1,TLR4,NEK7,ATM,CDC34,SEPTIN7,HRAS,MOAP1,ROCK2,IFT88,FHOD1,PSMC6,SNF8,WASL,RGCC,SMPD3,GPSM2,PPP1R35,CNOT1,DNMT1,ADNP,STAM	1868
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN	0.102222222222222	0.301667381667382	-0.473974324898916	-1.34234371046181	942	18	PAG1,CERS6,PHACTR2,ASAP1,SLC38A1,SERPINB1,MOB1B	1869
GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION	0.0494384496806871	0.302746659399639	-0.534929253990212	-1.46072269579803	448	15	FOXP1,CDK6,ZFP36L1,ZBTB46,INPP5D	1870
GOBP_REGULATION_OF_BONE_REMODELING	0.0495691947665142	0.302746659399639	-0.482881240931246	-1.4417710251499	465	23	TNFAIP3,PRKCA,P2RX7,CSK,INPP5D,UBASH3B,GPR137,S1PR1,ADAM8,CSF1R,GPR137B,SUCO,NF1,LTBP3	1871
HP_CHRONIC_DIARRHEA	0.0496446700507614	0.302746659399639	-0.385256560024592	-1.33932229617695	488	65	BACH2,IL7R,IL2RA,ETHE1,IDUA,HYOU1,CASP8,ITCH,PIK3R1,DCLRE1C,REL,WIPF1,HEXB,LRBA,IRF2BP2,NSUN2,SREBF1,ATP6AP1,OTULIN,CLMP,MADD,RMRP,TNFRSF1A,STX3	1872
HP_AORTIC_ANEURYSM	0.0495693971560184	0.302746659399639	-0.337772125706891	-1.25897685291382	494	147	HLA-B,TNRC6B,LMNA,TGFBR3,SPTBN1,KMT2E,SMAD3,TGFBR2,ZMPSTE24,NOD2,HUWE1,ARF1,MAPK8IP3,FBXW11,PPP1CB,KANSL1,TAB2,TPM3,GTF2IRD1,RERE,ARFGEF2,BCL7B,FBLN5,DOCK3,RNASEH2C,BCORL1,DNMT3A,FLNB,DDX6,ENG,TSC1,HNRNPK,NOTCH1,PRKCZ,NSMCE2,TBL2,ACTL6A,TGFBR1,PTPN23,BRF1,NODAL,HTT,SLC12A2,SMAD4,SAMHD1,ADAR,PIGN,SVBP,MADD	1873
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	0.0496049604960496	0.302746659399639	-0.315707513013777	-1.20951144306192	495	246	SLAMF1,CD84,HLA-B,NDFIP1,TNFRSF4,CAMK4,PTPRC,IL7R,HLA-A,FUT7,PTPRJ,RPS19,SMAD7,RAC2,MIF,IL4I1,LAG3,KLRB1,LAPTM5,TNF,IL12RB1,NOD2,GFER,TGFB1,P2RX7,SLC7A5,ITGB2,CD40,STAT5B,ITGAM,CR1,TNFRSF1B,CD226,HFE,NFKBIZ,CUEDC2,LGALS3,SPON2,SH2D1A,NOD1,TNFSF13,ANXA1,B2M,BLK,MALT1,KMT5C,HLA-E,HMOX1,ZBTB1,CX3CR1,ATG5,NSD2,DHX36,HLA-G,THOC1,PRKCZ,CD47,IFNG,MSH2,ZP3,TAP2,CD28,SPHK2,PLCG2,PIK3R6,PARP3,HMGB1,KMT5B,MYO18A,DUSP10,DHX58,MAPKAPK2,STX4,APLF,UNC13D,NFKBID,RARA,NLRP3,GRN,GPI,BCL10,RABGEF1,RIPK2,IL1R1,HMCES,VAV1,CLNK,MR1,TLR4,BCR,HLA-F,VAMP8,TNFRSF14,LAMP1,TBX21,HLA-DRB1,ZBTB7B,LTA,ANKRD17,SUPT6H,IL4R,JAK3,SPI1	1874
HP_FATIGUE	0.0494	0.302746659399639	-0.315684987154085	-1.20933181604292	493	245	FOXP1,HLA-B,ZBTB16,BIRC3,IKZF1,TBK1,TAF15,TRAF3,PML,SPTBN1,BCL2,SMAD3,TGFBR2,TMEM127,SEMA4D,STAT4,GCH1,PIEZO1,BMPR1A,IL12RB1,ERCC5,IVNS1ABP,UBAC2,RUNX1,CD79B,STAT5B,TPM3,SRSF2,TXNRD2,CTLA4,PIK3R1,HFE,SLC11A1,MDM4,OPA1,YY1,WIPF1,NPM1,IRF5,KCNQ1,DNMT3A,FUS,TBX19,MDH2,CITED2,SDHC,MALT1,GBA,CDH23,TSC1,FGFR1,PAX8,MAP3K20,PRKAR1A,PMS2,CCR1,POMGNT1,TWNK,MAX,MSH2,PLEC,GLA,TK2,GIMAP5,TNPO3,ARMC5,FTL,SELENON,RPS20,AIP,IRF2BP2,POLR3GL,SMAD4,SEMA4A,HLA-DPB1,RARA,FIG4,NLRP3,BCL10,CBL,IFNGR1,PHKA2,UBQLN2,VHL,CCNF,TBL1XR1,PSTPIP1,TLR4,BCR,NFKBIL1,ATM,MEN1,GPR35,MSH6,NF1,TFR2,HLA-DRB1,KRAS,DYSF,CHMP2B	1875
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	0.0495049504950495	0.302746659399639	-0.311503240567682	-1.20004675858559	494	278	AHNAK,BAK1,TMSB4X,FXYD7,ANO9,FYN,PDE4B,CORO1A,ATP1B3,PML,FABP5,ACTN4,WNK1,GPD1L,UTRN,BCL2,FXYD1,FXYD5,KCNK6,LIME1,TMEM109,TNF,DLG4,PRKCB,PRKCE,P2RX7,TRIB3,PIM1,SLC7A5,CALM1,VDAC1,VAMP2,CLIC1,HECW2,GSTO1,ACTB,STIM1,PIK3R1,CDK5,CAB39,P2RX1,CTSS,ANK3,OPRM1,SLC38A1,CLIC5,GRB10,KCNC4,KCNA2,KCNQ1,RASGRF2,ANTKMT,ATPSCKMT,WWP2,FKBP1A,GNB2,CACNA2D4,UBASH3B,CYBB,ATG5,P2RX4,DNM2,IFNG,GNB5,PPP3R1,SLC43A1,TESC,CACNA1A,SPHK2,BRAF,PLCG2,THADA,SELENON,ATP2A1,AHCYL1,KCNQ5	1876
GENTILE_UV_RESPONSE_CLUSTER_D4	0.102953240360952	0.303434164714219	-0.38420789236943	-1.28017840762878	1003	48	FILIP1L,DUSP7,DDX17,ATP2A2,CHSY1,BMPR1A,PHC2,KLF10,ATP13A3,ZFP36,ARF6,PPP2R5C,MAPK6,UBE2G1,RAB1A,XPO1,PDCD10,PUM1,USP1,CLINT1	1877
GOBP_RESPONSE_TO_SALT_STRESS	0.05	0.304177560107557	-0.523706245817435	-1.45121313881282	456	16	HSP90AB1,ZFP36L1,TNF,SLC25A23,HSP90AA1,MICU1,AKR1B1,XRCC5,FBP1	1878
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION	0.0500154687016603	0.304177560107557	-0.423710309311205	-1.38876639034553	484	41	PRKCA,CHMP6,TOR1A,PRKCB,REEP4,VPS4A,REEP3,CHMP4B,BANF1,NEK6,CHMP7,TOR1AIP1,NEMP1,AKAP8L,CHMP1B,CHMP5,PAFAH1B1,CHMP1A,CHMP2B,CHMP3,GPER1	1879
GOBP_REGULATED_EXOCYTOSIS	0.049979967948718	0.304177560107557	-0.339598527803538	-1.26341976554967	498	141	CD84,SYT11,CASK,CORO1A,DMTN,RAC2,STXBP5,PRRT2,ATP2A2,MYH9,PRKCB,P2RX7,ITGB2,VAMP2,ITGAM,RAB11FIP1,VPS18,CDK5,P2RX1,SDF4,SLC4A8,GNAI2,SNAP47,RAP1A,BLK,HMOX1,RAB3D,NOTCH1,ZP3,NAPA,SPHK2,BRAF,FBXL20,TMED10,ARL8B,SYNGR2,SCRIB,RAB27A,DVL1,SNX6,SYP,RAP1B,STX4,UNC13D,LAT2,SNAPIN,CBL,RABGEF1,STX2,STX3,CLNK,REST,CACNA1I,NKG7,BCR,HLA-F,VAMP8,LAMP1,ABCC4,RAB11B,IL4R,RAB26,SPI1	1880
GOBP_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	0.0500990971151729	0.304409926442329	-0.534378223638712	-1.45921800609466	454	15	IL12RB1,NFKBIZ,ANXA1,MALT1,PRKCZ,NFKBID,RARA,NLRP3,RIPK2	1881
LANDIS_ERBB2_BREAST_TUMORS_324_UP	0.103794418791407	0.305520670460458	-0.337774133732966	-1.22468729038532	1033	105	LRRFIP1,SPTAN1,TPD52,FBXW7,RNF149,PITPNC1,LSR,ACTN4,TIAM1,EZR,IGF2R,CLIC1,PPP1CB,XIST,ORMDL2,SKP1,ANK3,F11R,ST3GAL5,FLNB,DDX6,RCN2,MOB1B,IER2,ANKH,NAXE,ST6GALNAC4,ETNK1,SLC66A2,TGFA,ABRACL,CRYBG1,SLC12A2,DOK1	1882
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY_IN_RESPONSE_TO_VIRUS	0.0503348681456676	0.305565476732124	-0.452346252851322	-1.41551105398201	480	30	BIRC3,CLPB,BIRC2,NOP53,PUM2,OASL,UFD1,ZCCHC3,LSM14A,DHX58,PUM1,USP15,NPLOC4,TRIM25,IRF3,ANKRD17,SEC14L1,DDX58,OAS3,TKFC	1883
GOBP_CEREBELLAR_CORTEX_MORPHOGENESIS	0.0503973005333624	0.305667609207778	-0.515579442235603	-1.4452317185692	462	17	RORA,ZNF365,WHRN,CDK5,AGTPBP1,GBA	1884
HP_INFANTILE_AXIAL_HYPOTONIA	0.0505274261603376	0.305995619072032	-0.459981018585339	-1.41199760771761	478	27	B4GALT1,GFER,TGIF1,GM2A,FGFR1,TSEN54,GFM2,TSEN34,DPAGT1,RTTN,NODAL,STAG2	1885
GOBP_MYOBLAST_DIFFERENTIATION	0.0505583756345178	0.305995619072032	-0.384897793740911	-1.3380750658045	497	65	RIPOR2,MBNL1,DDX17,ARID1B,BTG1,ZFP36L1,TNF,TGFB1,SMARCD1,TRIP4,ACTB,TNFSF14,IFRD1,KAT5,LGALS1,NOTCH1,SRF,SMARCD3,PLEC,BRD7,ACTL6A,EID2B,SMARCD2,MAPK14,PPARD,SMARCE1,PLEKHM3,BCL9L,SMARCA2	1886
GOBP_NOTCH_SIGNALING_PATHWAY	0.050588353615609	0.305995619072032	-0.361011622880064	-1.30102481621921	502	93	MAML2,AAK1,FBXW7,IL2RA,TSPAN5,CDK6,PRAG1,TGFBR2,NOD2,NLE1,MIB2,PTP4A3,APH1A,GMDS,WWP2,GALNT11,LFNG,NOTCH1,CFD,TSPAN14,EPN2,TRAF7,DTX3,CDKN1B,CBFA2T2,NEPRO,NFKBIA,NOTCH2,PDCD10,APH1B,ADAM10,SEL1L,MECP2,NEURL1	1887
HP_LYMPHOMA	0.0506736376432737	0.306235094215708	-0.360429595274012	-1.30017148344684	503	94	FOXP1,ITK,BIRC3,IL7R,BCL2,IKZF3,PNP,RUNX1,TINF2,RAD54B,SRSF2,TNFRSF1B,CTLA4,PIK3R1,NFKB1,RTEL1,DDX41,DCLRE1C,WIPF1,NPM1,SH2D1A,NHP2,RHOH,MALT1,PMS2,CHEK2,LRBA,CD28,BLM,CD27	1888
GOCC_PODOSOME	0.0508182601205857	0.306508584408462	-0.496590672151975	-1.44224913152754	471	20	LCP1,TPM4,DBNL,SH3GL1,LPXN,ASAP1,VCL,HNRNPK,ADAM8,FERMT3,ACTR2	1889
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	0.0508560945780677	0.306508584408462	-0.393698753423792	-1.34969552893525	498	58	SPTAN1,TWF1,DMTN,SPTBN1,ADD3,TMOD3,SPTB,TNF,TWF2,CAPZB,CLASP1,CAMSAP2,CAPG,MID1IP1,ATXN7,UBQLN4,LIMA1,ADD1,SWAP70	1890
HP_HEPATOSPLENOMEGALY	0.0508474576271186	0.306508584408462	-0.347156531516415	-1.27576500919577	506	120	IL2RB,IL7R,IL2RA,JAK1,SP110,RAC2,IDUA,SEMA4D,STAT4,DDRGK1,TGFB1,RUNX1,SRSF2,ITCH,CLCN7,VPS33A,ZNF699,LPIN2,AP3B1,ANKRD55,RNASEH2C,SLC2A1,HEXB,LYST,GBA,GNB2,KPTN,CYBC1,CTSA,IFNG,GALK1,CD27,CD3D,RAB27A,SMAD4,SAMHD1,ADAR,NPHP3,FCGR2A,UNC13D,PTPN2,FERMT3,NLRP3,CBL,IFNGR1,PSTPIP1,RHCE,ADA2,GPR35,LIPA,KIF3B,KRAS,JAK3,SLC29A3	1891
TAVOR_CEBPA_TARGETS_DN	0.104871739599052	0.306717933153692	-0.461894425989437	-1.3344170896469	972	20	FOXO1,LYL1,IFI6,SERPINB1,TBXAS1,AKR1B1,MYC,RIN1	1892
NAKAJIMA_MAST_CELL	0.105712760277629	0.306717933153692	-0.451476497335342	-1.32852965064008	989	22	HSP90AB1,RGS10,TSPAN4,ALAS1,LGALS3,TIMP1,CAPG,ENPP2	1893
YAMASHITA_METHYLATED_IN_PROSTATE_CANCER	0.105442539141549	0.306717933153692	-0.447032757275234	-1.32670093145049	989	23	CSTA,TGFBR2,GAS6,AMN1,IFITM1,PLAC8,S100A8,CES2,MCUB,DPEP2,CCND2,DYSF	1894
RIGGINS_TAMOXIFEN_RESISTANCE_UP	0.105417583569108	0.306717933153692	-0.423837377473533	-1.31570071194788	1005	30	TGFBR3,ARHGAP26,MSN,TNIK,ASB13,ETFB,ST3GAL5,RGS3,CTSA,ARMCX6,SEC61A1,DGKZ,CACNA1I,SLC9A3R1,GALNT6	1895
CHANGOLKAR_H2AFY_TARGETS_UP	0.105806317106223	0.306717933153692	-0.415053000752413	-1.30887848545968	1014	33	RORA,IVD,FNIP1,RICTOR,APH1A,SMAP2,MYSM1,SLC25A39,GNAQ,SDR39U1,MCL1	1896
RASHI_RESPONSE_TO_IONIZING_RADIATION_4	0.105377906976744	0.306717933153692	-0.40701181588956	-1.30083466266716	1014	36	GMFG,SP100,IL7R,ATP2A2,SEMA4D,RAB7A,DCTPP1,IFI16,RGS19	1897
MARTIN_INTERACT_WITH_HDAC	0.105405125012968	0.306717933153692	-0.404359197171361	-1.29730540672005	1015	37	ZBTB16,ACTN1,RUNX2,RUNX3,ACTN4,ANKRD11,KAT5,CAMK1,SRF,NFKBIA,NCOR1,ATF2,MARK2,MAPK3,CAMK2D,REST,HIF1A,KPNA2,SIN3A,NCOR2,RFXANK,BCL6,BCOR	1898
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN	0.105770205861474	0.306717933153692	-0.359588169773683	-1.25214547941218	1042	68	RORA,TSPAN5,SPTBN1,MALAT1,CAP1,CD14,RICTOR,NET1,GNB1,IGF2R,PIK3R1,ANKRD11,ST3GAL5,PCSK5,DDX6,SNX18,SLC27A3,RESF1,PC,ARGLU1,MAP3K2,SLC12A2,SRPK2,CBL,CAMK2D,MSI2,CREBBP,SLC14A1,IFI44,ENDOD1,HSD17B11,ATXN2	1899
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	0.10504117292629	0.306717933153692	-0.338680371026053	-1.22410483106444	1045	101	EMP3,DUSP1,ACYP2,UTRN,SKAP2,FXYD5,LASP1,GUK1,TRAK1,TRIM47,TRIB3,CLIC1,CD151,AVPI1,PLAC8,TMBIM1,CAPG,ACP2,NEDD9,DBNDD2,GAS7,VPS26C,WWP2,DIPK2A,NMT1,TSPO,GALK1,TOB1,CARD19,CES2,ICA1,SLC1A5,RHOA,SERPINB6	1900
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	0.105527134115759	0.306717933153692	-0.332286113205406	-1.21458613473607	1051	116	COTL1,RIPOR2,EMB,GZMA,RPS10,JUN,RPL37A,JPT1,CAP1,RPL5,EZR,GAS6,CD14,RPL22,RUNX1,BECN1,PLAC8,SPON1,TXNDC16,PTPRK,TIMP1,SPON2,TGIF1,CAPG,SLC2A1,SAT1,VCAN,ATP1A1	1901
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP	0.104857285928893	0.306717933153692	-0.323439946534279	-1.19994881251668	1046	140	NCL,CEP112,SP100,SEPTIN6,SLFN12L,RBMX,HELZ2,TUBB4B,PHLDB2,ZBP1,SP110,PSMB10,SFXN2,VDAC1,DNM3,ACTB,OXA1L,CXCR5,STK11IP,DAPK2,TXNDC16,IFI16,CLIP1,PDE7A,NEDD9,HLA-E,NACC2,USP25,RESF1,PLEC,TAP2,ENC1,TOR1AIP1,SELENOP,PARP3,SAMHD1,ADAR,TXNIP,PARP14,PFDN5,CMPK2,EBNA1BP2,MX1,ADCY7,BCR,TOR3A,TMPO,CD2,LIPA,TRIM25,CXCL10,IFI44,PPP1R10,MEST,UBA7,ATG10,SOD2,PRF1,SOCS1,OAS1,TRIB2,SENP1,ISG15	1902
HAN_SATB1_TARGETS_UP	0.105089491050895	0.306717933153692	-0.298355419167843	-1.14906770052186	1050	285	IL32,MYO1D,SEPTIN6,NEAT1,IL7R,ATXN10,FYN,DUSP1,GRK5,PDE4B,ADARB1,ISG20,NPC1,CSTA,SPTBN1,PDCD4,TOR1A,NINJ2,LZTFL1,DENND10,SCO2,MBP,IGF2R,CD40,CAMSAP2,TXNRD2,RAB11FIP1,GOLGA2,NCOA3,WDR83OS,HDAC4,PLXNB2,NCAPH2,REEP3,FBXO10,CCNG2,MATN2,SHOC2,UCP2,PPP6R2,NEDD9,KIAA0930,ALG12,RPS6KA2,KAT6B,CITED2,SEC14L2,PDHX,ENG,BRD1,TSC1,FKBP1A,ATP13A3,PTK6,NACC2,FICD,NDUFV2,NAGA,GRAP2,CERK,RRP7A,TCEA2,TSPO,PTPRE,APOL2,PDXK,FADS3,ARSA,KLF7,RRP15,WDR77,DDIT4,ARL8B,TAP1,LAMB1,SAMHD1,RABAC1,ACAT2,INSIG2,CD82,MICALL1,ZNF600,CHST15,SQLE,SLC30A1,GSTM3,SERPINH1,ARMC8,NDRG1,EIF2AK3,CYB5R3,MX1,ENO2,OGG1,SRGN,PSMB7,ZNF35,DESI1,ATM,NKTR,CTSZ,SORL1,N4BP2L2,GPR35,LIPA,SLC1A1,RARG,SBF1,JAK3,FLT1,TOB2,MLLT11,CRELD2,GGCX,QKI,SETX,CCPG1,ADGRE1,PELI2,ZNF430,TAF1B,BNIP3,ZNF202,OAS1,RNF41,ADSL,PIK3CD,XBP1,TUBA4A,SHFL,CEMIP2,IFIT3,CASP4,NEDD4,ITPR1,SH3GLB2,RHOB,TTPAL,OAS3	1903
GOBP_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	0.0509493670886076	0.306794841175066	-0.459447065177476	-1.41035853805153	482	27	TGFBR3,SMAD7,TGFBR2,BMPR1A,TGFB1,LDLRAD4,HFE,CSNK2B,ENG,TGFBR1,NODAL,SMAD4,USP15,GDF11	1904
GOBP_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	0.051107509454349	0.307470851313328	-0.503402669670654	-1.44552828610981	472	19	CD84,GNAI2,RAP1A,HMOX1,NOTCH1,BRAF,RAP1B,RABGEF1,REST,BCR,HLA-F,SPI1	1905
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP	0.106341463414634	0.307880019709288	-0.472071349027679	-1.3369542883819	980	18	CD44,RUNX2,JUN,NFKB1,HMOX1,FGFR1,CDKN1B,RARA,TNFRSF1A,BTRC	1906
MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	0.106538266599088	0.308060838980716	-0.360293180334098	-1.25277614291797	1050	67	AFF3,AHNAK,EMB,TMEM181,PSMB9,GCH1,SH3RF3,TGFB1,SPIRE2,STK32C,FLI1	1907
GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	0.0513565891472868	0.308498840608932	-0.495943524280964	-1.44036961886796	476	20	ST3GAL1,IRF8,DOCK10,CR1,DOCK11,LGALS1,LFNG,PLCG2,NOTCH2,GPR183,BCL3,MFNG,SPI1,XBP1,ADA,BCL6	1908
HP_ANONYCHIA	0.0514154870940883	0.308498840608932	-0.442659230887401	-1.40557674681522	493	33	ARHGAP31,ZBTB20,ITGA6,CASK,ARID1B,ATP2A2,ATP6V1B2,NOTCH1,PLEC,WNT10A,PIGP,FIG4,TBC1D24,SLC25A24,BCR	1909
HP_ABNORMALITY_OF_THE_CHOANAE	0.0514164734348221	0.308498840608932	-0.369911947300126	-1.31556914821854	509	81	LMNA,HIRA,ARID1B,ZMPSTE24,GLIS3,RPS26,NFIX,ITCH,SLC37A4,UFD1,RERE,USP9X,WBP11,POR,TGIF1,SMC3,EFTUD2,FGFR1,SMCHD1,NODAL,TCTN3,SLC12A2,JMJD1C,SUFU,TXNL4A,PI4KA,FANCA,WAC,POLR1A,FANCG,FANCM,TCOF1,BCR	1910
GOBP_STEM_CELL_DIVISION	0.0514838846931178	0.308627008240854	-0.481124070552407	-1.43652452326969	483	23	ZBTB16,ZFP36L2,HOXB4,MLLT3,CDK2AP2,NCOA3,NOTCH1,CUL3	1911
ASTIER_INTEGRIN_SIGNALING	0.106984421747653	0.308961308649078	-0.390676958622019	-1.28084646801219	1036	43	CORO1A,GDPD5,MLXIP,TOR1A,DLGAP4,TMEM131,RASSF2,CCT4,FOS,JUND,CACTIN,COPS5,RHOA,MTOR,KIF21B,PIK3C3,VAV2,N4BP2L2,ITGAE,SBF1,IK,DPF2,CMC4,STARD3	1912
IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN	0.107661822985469	0.309154146545843	-0.491847109702608	-1.34101488331384	977	15	HLA-A,PRCP,RPS19,COX4I1,TSPO,RHOA,HLA-DPB1,HLA-F,ISCU,CST3,TMX1,ARPC2	1913
GUILLAUMOND_KLF10_TARGETS_DN	0.107725321888412	0.309154146545843	-0.455773561280204	-1.3304532711868	1003	21	ELOVL5,TMSB4X,RTN4,CTSS,RCAN1,SEC61A1,RPL7L1,TXNIP	1914
KOHOUTEK_CCNT2_TARGETS	0.107485604606526	0.309154146545843	0.299781422352865	1.32719842873997	55	27	FST,NEXMIF,GNAI1,RBP7,CEP295,SLC4A7,NT5E	1915
PRAMOONJAGO_SOX4_TARGETS_UP	0.107334710743802	0.309154146545843	-0.397227469002329	-1.28988877418415	1038	40	TNFAIP3,TIPARP,JUN,BTG1,ZFP36L1,TRIB3,GRB10,AMPD3,CCNG2,CXCR4,NAP1L1,JUND,INSIG2,NDRG1,CCNL1,MXI1,FGD6,SOD2,BNIP3,RIT1,BTN2A1,ARHGAP45,NAB2,PLIN2	1916
